rating,review_title,review_description,date,location,up_votes,down_votes
4,Delightful,Excellent product 👌 Awesome sound . Thanks you Flipkart for your prompt delivery with good quality product.,"Aug, 2020",", Kolkata",2,0
5,Super!,Thank you 😊 ❤️ so Much .,"Aug, 2020",", Howrah",2,0
5,Awesome,Well it's a more than good earpiece at this price range. Not for bass lovers. Vocals and instrumentals feels well balanced. You can feel the decent beats. Don't expect too much at this price point.,"Jun, 2020",", Rayagada Rayagada District",2,0
4,Pretty good,Use it with care otherwise it'll damage soon. ***personal experience***,"Jun, 2020",", New Town",2,1
5,Best in the market!,"Its a good earphone overall. It possesses a good design, but has extremely thin wires especially at the upper part, so one has to handle it carefully. Where it shines is the sound quality. Trust me it has the best possible bass output when compared to other earphones in the same price segment. But don't expect that it will give you the same sound quality as Rs2000 jbl or Skullcandy ones. This is fine for day to day usage but if you want to buy an earphone for solely listening to music then go...","Jun, 2020",", Katihar",2,1
5,Highly recommended,best headset I had ever seen.... nice sound quality and bass and best water proof headset.... I just put in water for 5hr but still it is good sound quality...,"Oct, 2019",", Coimbatore",3,1
5,Best in the market!,The best part of this headset is the noise cancelling... Other headset might require a high volume to get the hold of all beats... But this one is clearly the best in terms of bass and noise cancellation... Worth every penny,"Dec, 2018",", Vasai Virar",3,1
5,Best in the market!,It's a very good headset in this range...,"Aug, 2018",", Asansol",2,1
5,Mind-blowing purchase,"specially if you're looking for a headset with Extra bass, then it's the perfect choice..","Jun, 2019",", Anantapur District",4,2
1,Very poor,a little bend in the speaker position is make it a good fitted headset.... highly recommended ✌️,"Feb, 2019",", Bengaluru",6,5
2,Expected a better product,it's amazing Headset by boAt and fast delivery by Flipkart with buying Flipkart by later.....and I am really happy with this by Flipkart,"Jan, 2020",", Tamluk",5,4
1,Worst experience ever!,I'm happy to buy this product because the bass is good but it won't perfectly sit in ear ..,"Feb, 2019",", Bahadurgarh",4,4
4,Nice product,these headphones are basic headphones... although it has a very good microphone and ...ear tips are so comfortable..but it's comes with only two sizes ...it doesn't comes with extra lagre size airtips..,"Dec, 2019",", Bengaluru",4,3
5,Wonderful,wire quality is good ...,"Sep, 2019",", Barasat",5,5
4,Value-for-money,also colour of the wire is very good..,9 months ago,", Salem",3,2
5,Super!,Nice product and sound quality best go to purchase ,"Mar, 2022",", Munger",2,0
3,Decent product, Quickly ,"Jun, 2021",", Thiruvananthapuram",2,0
5,Terrific purchase,      Value for money  I love it,"May, 2021",", Mathura",2,0
5,Excellent,This earphone is quite average. Everthings on a normal scale. Do not expect  great bass or crisp vocals. It can't handle when volume is fully up. If you are looking for a basic earphone this a good option at this price point. Its not great but its also not bad. It comes in between the two. The best thing I found about this model is its design and they are providing a decent inbuilt mic and a pouch with extra eartips at this low price. And there is decent support from boAt if you are facing so...,"Apr, 2021",", Kolkata",2,0
4,Really Nice,Best headphones. I can assure that these are better than the realme headphones and delivery of the product is so smooth and deliver before the expected date thanks to flipkart...,"Jun, 2020",", Visakhapatnam",2,0
5,Classy product,Very good earphones. Great bass and sound quality. Good for playing games on phone. Affordable price.,"Jun, 2020",", New Delhi",2,0
4,Really Nice,This is my second time ordering these headphones. The sound quality is good except when you're driving the noise cancellation is not to great extent. Apart from that very comfortable and durable,"Dec, 2019",", Panihati",2,0
5,Mind-blowing purchase,Excited to use. Delivery boy's behavior was extremely polite on call. Before time delivery by Flipkart even during Pandemic. Warranty card of 1 year was worth to see.,"Oct, 2019",", Muddebihal",2,0
1,Utterly Disappointed,"This product is good for listening songs and the bass quality is good but not up to the mark as I expected. But the design could be more better... But in all aspects review you can choose it ,the earphone is good","Jul, 2020",", Ernakulam",8,7
5,Fabulous!,"it's really worth product to purchase, the quality of the product is good ,and it has good and pleasant voice quality just loved it","May, 2021",", Thane",3,1
3,Good,"Honestly i could say that dont expect bass from this product, only average bass is there. But the company claimed it as super extra bass, but there is nothing like yhay just average bass, thats only. Treble is good thats enough, it is noy so awesome. I love deep bass, but this product is not suitable for me. Actual price is 298,after gst we will get this at the price of 349.so hope u know the quality of the headset so like my feedback if u have useful this","Aug, 2021",", Ettumanoor",3,0
5,Mind-blowing purchase,"I got the delivery of boAt BassHeads 100 wired earphone within two days of ordering. It comes in a standard cover along with a small polyester envelope and 2 pairs of spare ear buds. The earphone has a built-in microphone and click button for receiving calls, play/pause music and fast forwarding of songs.","Mar, 2021",", Chirang",3,0
5,Super!,Pros:,"May, 2020",", Pachora",3,0
5,Brilliant,"1. Sound quality is amazing in this price, total value for money.","Jun, 2019",", New Delhi",3,0
5,Brilliant,"2. Bass is quite high, but nothing problematic to ears.","Jun, 2019",", Secunderabad",3,0
3,OK...but stopped working properly after 6 months,3. Wire is tangle free and is having a matte finish giving it ...,"Jun, 2020",", Uttarpara Kotrung",5,1
5,Great product,Sound quality is Soo good at this price.... Good bass and also so easy to carry.... Value for money product must buy without hesitation....,"Nov, 2019",", Patna",5,1
5,Fabulous!,"The quality is really good, the bass isn't too much great in this but the clarity of voice is really awesome! ","May, 2019",", New Delhi",5,0
5,Fabulous!,must have at this reasonable price!,"May, 2020",", Kolkata",12,7
5,Just wow!,just good had some decent look and sound is great and the bass add some more juice to it total the music is just awesome,"Sep, 2019",", New Town",9,4
5,Terrific,That's good product their sound quality is Rich and comfortable to use it . My suggestion to bought blindly without any hesitation. Thank you Flipkart for providing such a better product or fastest delivery services.,"Aug, 2020",", Vaishali District",6,2
1,Useless product,zero bass. not worth the price ..,"Nov, 2018",", Pernem",19,14
5,Fabulous!,better headphones for half the price like Flipkarts very own .,"Jan, 2020",", Jagatsinghapur",6,3
5,Perfect product!,build quality is ok .. headphones fits good in Ur ears .,"Apr, 2022",", Perungulam",4,1
5,Super!,but important is sound quality which it lacks,"Apr, 2021",", Parli",4,1
5,Excellent,This a very good earphone under a good budget. I gifted it to my gf.  she is very happy with this.,"Jul, 2019",", Malappuram District",4,1
4,Pretty good,Boat gives a warranty of one year.i bought a similar headphone last year and it was not working after 4 months..when i raised a claim in their portal they replaced it with a new one..it worked fyn until now..so now i have bought the same product again.happy with the purchase and recommended.i write reviews because i read reviews before buying a product.i buy products which are with more positive reviews..If you read reviews then do write reviews guys..it will be helpful for someone.,"Mar, 2018",", Mumbai",15,12
4,Delightful,Very nice headphone I like it very much .😍😍😍 According to price it's osm 😍🥰 and it's my first time shoping on Flipkart 😍 very good product sound nnn bass was good 💙,"Oct, 2019",", Jajapur",5,2
4,Good at this price,nice product . good sound quality . very nice product. I think it's so different one stylish and good sound . helpful . thanks Flipkart and boAt.,"Jun, 2019",", Bangalore",5,2
5,Worth every penny,This boAt BassHeads 100 has a decent sound quality but the Bass for which boAt is Known is too low so didn't give u a perfect sound quality but still good in its price segment,7 months ago,", Korba",2,0
5,Worth every penny,Really very good product... don't think much just go for it... A nice budget friendly earphone...m very happy with the product 😍😍😍thanks flipkart for fast delivery in this lockdown period also...🥰 A happy customer...❤️,"Jun, 2020",", Bhubaneswar",4,0
5,Wonderful,In this price the product is good and sound quality is better than other. Comfortable in ear with the help of extra buds,"Jan, 2020",", Vadakara",4,0
5,Highly recommended,"Superb product at this price. I loved it. I'll suggest, just go for it. Givest the best value of money.","Nov, 2019",", Godda District",4,0
5,Perfect product!,Good product in this price and the sound was perfectly clear Base also good super product,"Aug, 2019",", Gadwal",4,0
5,Wonderful,I purchased this on 7th june 2019 and one side of the earphone stopepd working and the jack was also become loose . When i applied for the warranty it took one month to come but the best thing is they gave me a new one . It's awesome yaar . I liked the assurity of boat .,"Jul, 2020",", Korba",10,3
4,Pretty good,good bass effect. reasonable price..worth to buy. have   three size of buds. noiseless sound. mic is very sensible,"Jun, 2019",", Chennai",8,2
4,Nice product,great earphones with futuristic design . Looks cool .,"Jun, 2019",", Kochi",8,2
5,Best in the market!,sound quality is excellent.,"Oct, 2019",", Bhubaneswar",6,1
4,Really Nice,bass is also somewhat upto the expectations.,"Jun, 2020",", Bhopal",7,2
3,Good,"Cannot expect more in this range . just go for it , you'll love it.","Mar, 2022",", New Delhi",3,0
5,Awesome,One of the best earphones I have ever tried....I highly recommend this to anyone who is looking for best budget earphones for PUBG....and also for listening music!,"Sep, 2019",", Bilaspur",12,2
5,Classy product,quality of the headphone is awesome and bass is superb ,"May, 2019",", Sibsagar",9,1
5,Great product, i am happy with this product 😄😃,"Jun, 2020",", Ammoor",19,5
5,Terrific,Amazing product boat is a very good product bass is awesome I really like it,"Jun, 2020",", Bhubaneswar",14,3
5,Best in the market!,Writing this review after 6 months of usage.,"Aug, 2019",", Pune",15,4
5,Wonderful,Sound clarity is very good. Not a single issue had come till now with it. The bass is nice but if you want more bass then I suggest you to go with the other product i.e. BoAt Bassheads 103. But if it's not the case then this one is best for you. It's truly value for money! Go for it!,"Oct, 2019",", Baleshwar District",5,0
5,Must buy!,Excellent product @this price. Super Sound quality and nice looking pair.  I Specifically like its design by which it's so comfortable to fit in ear that you don't think that you have wear headset.  Good sound with decent bass and with added ear buds you can adjust your comfort zone.  So All I will Say A classy But Yet Powerful product By Boat..,"Aug, 2019",", Rajsamand",5,0
5,Simply awesome,very nice product.. very smooth base and clarity also good which is best for our ears.. Thanx flipkart,"Jun, 2019",", Chennai",5,0
5,Mind-blowing purchase,absolutely good product and good bass and good quality at headphone  thank you boAt,"May, 2019",", Surat",5,0
5,Just wow!,Really Awesome Sound...& Look wise Super Cool.. I love it.. Thanks Flipkart😊👌,"Aug, 2019",", Hyderabad",10,1
4,Nice product,There's no battery since it is a wired one. And when I listen song's with full sound then the 2nd person can able to hear.. Apart from that it's good ☺️☺️....,"Jul, 2020",", Nandivaram Guduvancheri",7,1
4,Good choice, Trands👌👌👌 is a UK Brand and I found that Trands is the best quality👍👍👌👌👌 ear plugs in terms... I request to Flipkart please add Trands ear phones.. You can check out Trands page in their fb and Instagram...,"Jun, 2020",", Indore",7,1
5,Terrific purchase,"It is good sound quality is also good but sometimes sound fluctuation happens in the earphone. I like the designing, colour is my fav, not sure about the durablity but sound quality is good.","Dec, 2019",", Dumka",7,1
5,Mind-blowing purchase,awesome product at best price I love it thank u flipkart,"Jun, 2020",", Basirhat",11,3
5,Terrific,Perfect bass perfect build quality ,"Aug, 2019",", Hyderabad",11,3
5,Super!,i hv been use it for past 2 months and it comes out with great performance... really Worth it :') for genuine music lovers...,"Jun, 2021",", Ballarpur",9,2
4,Wonderful,"the quality of earphones are just fine, the length is right. There's enough bass. For this price range, is this probably the best you could get. Try getting it in a different shade, the pink looks a little cheap does looks like you've picked it up from the local railway station. Apart from that everything is good.","Jun, 2019",", Bhilai",15,5
4,Value-for-money,I just love this amazing earphones from boat.... 😍🥰,"Mar, 2020",", Lunkaransar",14,5
5,Fabulous!,It has an great sound quality with high bass... Believe me you want get any best product under this range expecting boat bassheads 100.....iam sure that u will love ❤ this product,"Apr, 2021",", Jalandhar",3,0
5,Just wow!,a very good earphone in budget sound is awesome very pure sound but the bass is ok ok..  you can go for it without thinking much,"Jun, 2020",", Siliguri",3,0
5,Brilliant,Awesome Headset . I was searching for the same on Amazon however price was aboce 699/- and finally I got then on flipkart for just 399/-👍. Really Happy . Yes one area of improvement could be the timelines of delivering the product can be shorter,"May, 2018",", Faridabad",14,1
5,Simply awesome,Good for bigeners ! ,"Sep, 2019",", Hyderabad",8,0
3,Fair,"Definitely not for the ones who love to have high bass but offcourse voice is clear, so as mic, design is excellent, overall a good purchase","Jun, 2020",", Hajipur",19,3
4,Nice product,It's a really perfect earphone. I love it . Sound quality and base is too good in this cost.,"Mar, 2020",", Kolar",19,3
4,Delightful,For whom i bought it she got surprised & also satisfied with this product & ofcourse i had a great faith on Boat headphones. I'm using since 2017.♥️♥️,"Feb, 2020",", Lucknow",7,0
3,Does the job,"This is is very good wired headset and bass is also good, overall music quality is very good speaker reception is is also very good overall it's a great product and you can buy this product without any doubts.","Dec, 2018",", Coimbatore",14,2
5,Just wow!,"guys, this is my genuine review. If you combine the sound and bass of the earphone, the sound is very low, and bass I kinda cool. if u wanna here some mass songs in this earphone or watch some action trailers in this earphone you'll be disappointed coz it only has bass. No sound even in full volume. but it's also kinda good for ur ears and head. if u come to it's design, man it's superbly made with that hawk inspiration. and also the wires are also very thick where there'll not be any damage ...","Jan, 2020",", Nagpur",10,1
5,Awesome,"I bought 1more and boAt BassHeads 100 headphones together, sound clarity, volume, bass and treble of boAt is much better than 1More. Comfortable ear buds, Zara Hatke design, sleek packaging. You don't wanna listen to music without boAt headphones. Truly price worthy.","Jun, 2020",", Chittaurgarh District",5,0
4,Nice product,Very nice and good design of this product and good sound quality and valuable of money ,"Jan, 2020",", Patti",6,0
5,Highly recommended,i really happy with this headphone,"May, 2020",", Bikaner",12,1
5,Simply awesome,sound quality is very clear and the bass is also very good 👌😊 worth the money... I'm fully satisfied with the product 😉😊😁,"Jul, 2019",", Habra",49,12
5,Excellent,Just a Wow product BoAt and amazing 🚚Delivery by Flipkart in the same day I ordered. Thank you Flipkart!!🥰🥰 Just loves it !,"Sep, 2019",", Coimbatore",28,4
5,Terrific,"I just loved it .....nalla niz product.pwoli sadhanam at a relatively affordable price, niz one it's good and worth for money","Sep, 2019",", Vilavur",76,4
5,Just wow!,best sound products for me strong bass I got this in earphones thank u boat & thank u flipkart,"Jan, 2020",", Kalyan",64,5
1,Very poor,Just like any another earphones. Bass is not that special as said. Bass is normal like you get in any other normal earphone. It was a disspointment as they said this is a bass special.  Now only thing that will determine if these are good is the time. If they survived for 1 year without any fault then I will say they are good otherwise they are bad cause there is nothing special in this earphone.,"Nov, 2018",", Navi Mumbai",50,24
5,Fabulous!,Best in budget earphones......,"Dec, 2019",", Lucknow",77,38
4,Good choice,sound quality is just awesome..,"Jul, 2019",", Agra District",34,5
5,Simply awesome,bass is so deep considering price,"May, 2018",", Pune",68,30
5,Excellent,sound is also punchy,"Dec, 2019",", Visakhapatnam",26,4
4,Very Good,vocals are also clearly audible,"Apr, 2019",", Ranaghat",39,11
3,Nice,"Nice headphone.I have used both 100 and. 225 bassheads.the wire quality is also not so bad compared to bass head 225 and the best thing is in 225 the bass is over normal and so normal treble and vocal get suppress.But in 100 bass heads the sound is just balanced and bass is super and over all sounds awesome , if want a earphones and don't want over bass with suppressed treble and vocals then go with bass heads 100 where everything is balanced and. awesome.","Aug, 2018",", Jamshedpur",141,46
1,Very poor,"look wise good but after 15 days it is available for just looks  only ,, very bad in 15 days one side is not working properly","Jan, 2020",", Kashipur",288,114
1,Waste of money!,After 6 month it won't work properly it's better to select other product than this even warranty is of no use they don't provide proper information it's better to select other than this even it's normal than other earphone,"Sep, 2019",", Peddapuram",412,406
5,Super!,"I think it's the most valuable product! Such nice earphones in such an affordable price..it was really unexpected..and the cutest part,it came with a free pouch wow! 😍😍 ","May, 2021",", Kalyani",43,10
5,Terrific,Sound is very crisp and clear! The bass is little less though.. but you'll enjoy listening to light music! 😌😌 I would say go for it if u have this budget..It's the best you can get in this range!,"May, 2020",", Ujjain",79,14
5,Super!,"First of thnq too flipkart for Quick & fast service & it's sound quality is good , design awesome , & this price segment that earphone is pretty nice worth of money","Sep, 2019",", Rourkela",31,8
4,Wonderful,This earphone is really good especially it has a superb bass heads. It is being beautifully packed. They really provide four extra earbuds for backup and even it gives all the customers 1 year warranty. It is really one of the most fast delivery app. I got this earphone within 5 days and I actually like this colour it is Black Matt .❤🙏💯😊,"Feb, 2020",", Kollam District",65,17
5,Simply awesome,ONE OF THE BEST HEADSET AT THIS PRICE👌👌,"Dec, 2019",", Ernakulam",48,8
5,Great product,GOOD SOUND QUALITY AND BUILD QUALITY IS ALSO AWESOME. BUT BASS IS NOT AT THAT GREAT BUT EVEN GREAT AT THIS PRICE SEGMENT. GO FOR IT GUYS. ALSO IT IS BEST FOR PUBG MOBILE.AWESOME,"May, 2019",", Asansol",42,7
5,Best in the market!,"The colour is the highlight, looks pretty good on ears, good performance when jogging, holds tight to the ears, not so good when wearing with helmets as it jumps out as we remove, thus leading to breaking of cable maybe...","Jul, 2019",", Sonbhadra",33,3
1,Very poor,I purchased one month back. now when insert into mobile phones the volume automatically reduced to zero  without headset the volume function works normally. same connect to other phone also volume reduced. when we hear through other headset the volume function works effectively,"Jul, 2019",", Kanchipuram",82,58
1,Don't waste your money,i have been using MI earphone but i was purchased boat earphone for my friend .both i was compared boat earphone not better than MI earphone. my honest recommendation is only MI earphone👌👌👌,"Sep, 2019",", Dharwad",45,80
5,Excellent,Such a nice product  😊 and the sound quality  is good and bass is nice.And the  design is so beautiful 😎,"Jul, 2020",", Palakkad District",46,4
5,Mind-blowing purchase,Amazing headset no words for it. sound quality is very very good. Bass quality is awesome. Looks very beautiful and decent. Thanks to flipkart for providing this amazing product.,"Oct, 2019",", Mainpuri",25,7
5,Excellent,"very good sound value of money . Best in the market, can't get so good earplugs in this money","Oct, 2019",", Durgapur",22,3
4,Value-for-money,Very good product and nice designing sound clarity good,"Jun, 2021",", Dindigul",40,4
5,Super!,Excellent product but bass is average but sounds quality is good ,"Jan, 2020",", Dhanbad",30,6
5,Wonderful,Bass is also good but not much I think,"Jul, 2019",", Coimbatore District",18,0
5,Terrific purchase,nice product..  color is exactly shown in the pic.  best headset in this price range..  worth buying..  i ll suggest this product under this cost..  loved this headset from boAt.,"May, 2019",", New Delhi",16,1
5,Mind-blowing purchase,"Good earphones, with great base and sound quality. I tried it by playing it with various songs. In short, it's a brilliant product with effective price and also you are getting 1 year warranty on this. So, it's a great deal.","Jun, 2020",", Tiruvannamalai District",14,1
4,Good choice,price wise quality good. sound good. Bass is good. Everything about it is good not excellent. wire length is nice not to short nor to long. wire is tangle free. Build quality is good. in ear fit is good. Budget wise one can go for it.,"Aug, 2018",", New Delhi",454,95
4,Pretty good,Clarity os good but the bass is low and the treble is high. Wired is comparatively good as per it is not the braided cable.,"Jun, 2020",", Hugli Chinsurah",744,165
4,Very Good,lovely one! loved the colour the design the shape the quality is absolutely fine good bass good audio quality I'm satisfied warranty card for 1 year and A small magazine is also in the box.  Go for it worth the Price 😄,"Jan, 2020",", Shillong",516,118
5,Perfect product!,"perfect one for music lovers.. Amazing bass and treble was also good.. loving it.. its a budget range gadget, I recommend it to everyone..","Apr, 2019",", Salem",247,52
4,Nice product,"Very good clarity, bass is also very good. I have previously used boat 225, compared to that , product is very light and prefectly fits in ear. Bass is slightly lesser than 225, clarity is very good somewhat better than 225, can hear every beat, microphone is also very good.","Dec, 2017",", Kolkata",1010,274
5,Must buy!,Download a decent equalizer and you are all set.,"Dec, 2019",", Agartala",298,74
5,Great product,"Last but not least ,awesome delivery by flipkart.","Dec, 2018",", Bhilai",221,54
5,Worth every penny,The earphones looks so stylish and it's performance is amazing it offers a Great bass and it's supersonic looks is Wonderful ❤️ Thanks to Flipkart and boat for such a great product. Thank you thank you Thank you Flipkart so so much ❤️,"Mar, 2021",", Kottayam",221,62
4,Value-for-money,"it's a decent product from boat, decent bass treble is good .","Dec, 2019",", Burdwan",342,112
5,Just wow!,"if you want to buy a earphone that explodes with bass don't go for this one, but if you want clear punch and drums sound..than you should definitely buy this as its bass doesn't blend with treble and ruin the quality...","Mar, 2020",", Greater Noida",163,48
